id_transaccion;monto;divisa;fecha;tipo
C768216420;110414.71;USD;2026-10-31;CASH_OUT
C260084831;7823.46;USD;2026-02-12;PAYMENT
C598357562;5086.48;USD;2026-06-11;PAYMENT
C1440738283;5281.48;USD;2026-12-17;PAYMENT
C484199463;13875.98;USD;2026-04-23;PAYMENT
C1570470538;56953.9;USD;2026-08-12;CASH_OUT
C512549200;5346.89;USD;2026-08-28;CASH_OUT
C1615801298;2204.04;USD;2026-02-25;PAYMENT
C460570271;2641.47;USD;2026-01-13;PAYMENT
C2072313080;23261.3;USD;2026-12-10;CASH_OUT
C816944408;2330.64;USD;2026-12-23;PAYMENT
C912966811;1614.64;USD;2026-12-10;PAYMENT
C1458621573;9164.71;USD;2026-03-12;PAYMENT
C46941357;2970.97;USD;2026-02-27;PAYMENT
C343345308;38.66;USD;2026-05-05;PAYMENT
C104716441;2252.44;USD;2026-03-10;PAYMENT
C1976401987;62610.8;USD;2026-10-27;TRANSFER
C867288517;5529.13;USD;2026-06-02;DEBIT
C1528834618;82940.31;USD;2026-10-08;CASH_OUT
C280615803;4510.22;USD;2026-10-07;DEBIT
C166694583;8727.74;USD;2026-07-04;DEBIT
C885910946;2599.46;USD;2026-01-26;PAYMENT
C811207775;4874.49;USD;2026-06-14;DEBIT
C1161148117;6440.78;USD;2026-11-28;PAYMENT
C1131592118;4910.14;USD;2026-11-15;PAYMENT
C1262609629;6444.64;USD;2026-09-07;PAYMENT
C1955990522;5149.66;USD;2026-04-04;DEBIT
C69673470;7292.16;USD;2026-11-11;PAYMENT
C527211736;47458.86;USD;2026-05-30;CASH_OUT
C1533123860;136872.92;USD;2026-10-04;CASH_OUT
C1718906711;94253.33;USD;2026-05-11;CASH_OUT
C71802912;2998.04;USD;2026-01-11;PAYMENT
C686349795;3454.08;USD;2026-06-28;PAYMENT
C1423768154;4316.2;USD;2026-02-01;PAYMENT
C1987977423;2131.84;USD;2026-06-20;PAYMENT
C807322507;12986.61;USD;2026-12-24;PAYMENT
C283039401;42712.39;USD;2026-12-25;TRANSFER
C207471778;77957.68;USD;2026-10-13;TRANSFER
C1243171897;17231.46;USD;2026-07-31;TRANSFER
C1376151044;78766.03;USD;2026-11-05;TRANSFER
C873175411;224606.64;USD;2026-07-05;TRANSFER
C1443967876;125872.53;USD;2026-09-29;TRANSFER
C1449772539;379856.23;USD;2026-01-23;TRANSFER
C926859124;1505626.01;USD;2026-02-19;TRANSFER
C1603696865;554026.99;USD;2026-12-01;TRANSFER
C12905860;147543.1;USD;2026-07-04;TRANSFER
C412788346;761507.39;USD;2026-08-02;TRANSFER
C1520267010;1429051.47;USD;2026-11-15;TRANSFER
C908084672;358831.92;USD;2026-09-18;TRANSFER
C288306765;367768.4;USD;2026-12-01;TRANSFER
C1556867940;209711.11;USD;2026-05-28;TRANSFER
C1839168128;583848.46;USD;2026-03-19;TRANSFER
C1495608502;1724887.05;USD;2026-09-10;TRANSFER
C835773569;710544.77;USD;2026-10-24;TRANSFER
C843299092;581294.26;USD;2026-11-28;TRANSFER
C605982374;11996.58;USD;2026-06-24;TRANSFER
C1412322831;2875.1;USD;2026-04-10;PAYMENT
C1305004711;8586.98;USD;2026-01-20;PAYMENT
C1003206025;871.75;USD;2026-12-19;PAYMENT
C806813022;1035.36;USD;2026-06-14;PAYMENT
C1406206626;1063.53;USD;2026-09-21;PAYMENT
C1799230133;1019.9;USD;2026-01-20;PAYMENT
C20156341;4059.38;USD;2026-03-14;PAYMENT
C1509309988;1876.44;USD;2026-03-15;PAYMENT
C2091072548;28404.6;USD;2026-01-28;CASH_OUT
C263053820;75405.1;USD;2026-11-24;CASH_OUT
C1740826931;50101.88;USD;2026-07-19;CASH_OUT
C69062746;14121.82;USD;2026-10-22;CASH_OUT
C1631227617;78292.91;USD;2026-06-27;CASH_OUT
C24650043;176149.9;USD;2026-11-02;CASH_OUT
C1896074070;212228.35;USD;2026-05-06;CASH_OUT
C460741164;85423.63;USD;2026-11-17;CASH_OUT
C781091365;11648.5;USD;2026-09-09;CASH_OUT
C1858015030;6165.58;USD;2026-10-20;PAYMENT
C671596011;3705.83;USD;2026-10-19;PAYMENT
C1687354037;419801.4;USD;2026-11-27;CASH_OUT
C743778731;335416.51;USD;2026-10-30;CASH_OUT
C967323951;3372.29;USD;2026-05-22;PAYMENT
C743648472;661.43;USD;2026-10-27;PAYMENT
C1368862151;864.68;USD;2026-02-20;DEBIT
C922807452;1203.44;USD;2026-12-15;PAYMENT
C1494346128;330757.04;USD;2026-08-30;TRANSFER
C822087264;1915.43;USD;2026-07-04;PAYMENT
C38603201;8.73;USD;2026-06-10;PAYMENT
C1694784135;3058.8;USD;2026-10-19;DEBIT
C1207231495;5154.97;USD;2026-05-07;PAYMENT
C1221981006;5213.25;USD;2026-05-18;PAYMENT
C1878413714;5392.75;USD;2026-12-28;PAYMENT
C1257299717;25.12;USD;2026-07-04;PAYMENT
C181252244;17150.89;USD;2026-01-14;PAYMENT
C722417467;679502.24;USD;2026-07-11;TRANSFER
C753631393;177652.91;USD;2026-05-27;TRANSFER
C1262869688;5443.26;USD;2026-03-08;PAYMENT
C544386226;244.87;USD;2026-08-24;PAYMENT
C900298796;8281.57;USD;2026-09-02;PAYMENT
C1166106620;1175.59;USD;2026-03-21;PAYMENT
C221861886;1097.74;USD;2026-10-07;PAYMENT
C697508322;184986.8;USD;2026-09-27;TRANSFER
C603658030;1718.29;USD;2026-01-22;PAYMENT
C361380654;3671.32;USD;2026-05-05;PAYMENT
C1579132337;3580.26;USD;2026-12-26;DEBIT
C1795225096;8550.9;USD;2026-07-20;PAYMENT
C1048712791;9753.55;USD;2026-01-15;PAYMENT
C1909398279;3026.98;USD;2026-12-12;PAYMENT
C1338905451;467177.03;USD;2026-04-05;CASH_OUT
C1252540239;3875.99;USD;2026-07-26;DEBIT
C1136005694;2148.89;USD;2026-11-03;PAYMENT
C426019904;466.97;USD;2026-04-12;PAYMENT
C1642679791;154139.72;USD;2026-05-20;CASH_OUT
C855700733;82685.93;USD;2026-03-01;CASH_OUT
C247162961;83857.23;USD;2026-04-09;CASH_OUT
C1890266440;99109.77;USD;2026-10-08;CASH_OUT
C1527152775;187726.67;USD;2026-03-28;CASH_OUT
C1863655430;281339.92;USD;2026-02-02;CASH_OUT
C976827477;186447.51;USD;2026-12-22;CASH_OUT
C324112183;81029.86;USD;2026-06-13;CASH_OUT
C2092709730;139054.95;USD;2026-05-14;CASH_OUT
C980364771;154716.2;USD;2026-08-03;CASH_OUT
C1233595751;53631.83;USD;2026-06-19;CASH_OUT
C1446001495;289645.52;USD;2026-01-11;CASH_OUT
C1261044180;267148.82;USD;2026-01-01;CASH_OUT
C141110631;47913.58;USD;2026-08-17;CASH_OUT
C2029372696;193605.38;USD;2026-11-04;CASH_OUT
C793293778;344464.4;USD;2026-05-31;CASH_OUT
C888611662;169409.87;USD;2026-10-12;CASH_OUT
C1966355106;25793.74;USD;2026-06-11;CASH_OUT
C599782425;114712.48;USD;2026-11-29;CASH_OUT
C1233327519;89038.75;USD;2026-01-21;CASH_OUT
C1155769010;1341.58;USD;2026-09-04;CASH_OUT
C269892014;44443.08;USD;2026-08-15;CASH_OUT
C1280641161;34729.64;USD;2026-11-18;CASH_OUT
C489411441;105979.34;USD;2026-05-15;CASH_OUT
C1141113940;57794.61;USD;2026-01-03;CASH_OUT
C1711185459;15918.79;USD;2026-05-11;CASH_OUT
C25936709;19162.08;USD;2026-02-15;CASH_OUT
C1123559518;220691.42;USD;2026-12-29;CASH_OUT
C649769713;9536.54;USD;2026-09-12;CASH_OUT
C925150995;29784.06;USD;2026-08-31;CASH_OUT
C1760219993;190445.51;USD;2026-08-20;CASH_OUT
C1800649922;57279.11;USD;2026-05-19;CASH_OUT
C403547747;112086.81;USD;2026-08-31;CASH_OUT
C172215878;80311.89;USD;2026-10-28;CASH_OUT
C873309260;151829.91;USD;2026-05-27;CASH_OUT
C1112456099;26004.52;USD;2026-04-05;CASH_OUT
C923083575;3146.16;USD;2026-07-22;CASH_OUT
C589363823;296752.75;USD;2026-01-13;CASH_OUT
C2052457859;191702.06;USD;2026-11-13;CASH_OUT
C1299327689;365510.05;USD;2026-01-22;CASH_OUT
C1408279755;202332.08;USD;2026-04-22;CASH_OUT
C2007486296;55105.9;USD;2026-11-29;CASH_OUT
C1033348658;171508.59;USD;2026-10-31;CASH_OUT
C1634723627;178439.26;USD;2026-10-07;CASH_OUT
C938463537;88834.86;USD;2026-05-14;CASH_OUT
C2121995675;210370.09;USD;2026-07-29;CASH_OUT
C2120063568;36437.06;USD;2026-03-12;CASH_OUT
C1620409359;82691.56;USD;2026-02-20;CASH_OUT
C691691381;338767.1;USD;2026-08-07;CASH_OUT
C264978436;187728.59;USD;2026-11-26;CASH_OUT
C500618423;271002.7;USD;2026-09-13;CASH_OUT
C1458091526;323105.08;USD;2026-07-01;CASH_OUT
C768776793;10782.94;USD;2026-03-28;CASH_OUT
C2018260103;89962.11;USD;2026-10-12;CASH_OUT
C1393828949;101940.14;USD;2026-04-03;CASH_OUT
C1088417975;163100.34;USD;2026-05-13;CASH_OUT
C2036775591;136030.66;USD;2026-01-02;CASH_OUT
C1620529408;68912.23;USD;2026-07-03;CASH_OUT
C307488715;73464.06;USD;2026-11-13;CASH_OUT
C758572926;106117.28;USD;2026-06-25;CASH_OUT
C1640612861;503333.79;USD;2026-03-11;CASH_OUT
C990679445;71991.42;USD;2026-01-14;CASH_OUT
C913065088;91379.93;USD;2026-06-17;CASH_OUT
C746280996;26759.05;USD;2026-11-14;CASH_OUT
C50503805;128487.35;USD;2026-04-06;CASH_OUT
C1557989809;252908.87;USD;2026-07-10;CASH_OUT
C146874094;64489.64;USD;2026-09-15;CASH_OUT
C2123222442;171369.73;USD;2026-06-25;CASH_OUT
C1746570062;4493.29;USD;2026-09-09;PAYMENT
C1544078442;12121.5;USD;2026-06-11;PAYMENT
C1887699190;2278.19;USD;2026-10-01;PAYMENT
C1108889615;7707.44;USD;2026-11-17;PAYMENT
C455888635;4013.02;USD;2026-08-24;PAYMENT
C204322447;5775.15;USD;2026-01-08;PAYMENT
C1164365897;4843.93;USD;2026-06-26;PAYMENT
C3565780;2397.82;USD;2026-12-09;PAYMENT
C1865219266;4391.44;USD;2026-09-27;PAYMENT
C1278002745;4497.87;USD;2026-09-14;DEBIT
C214649627;7452.89;USD;2026-01-24;PAYMENT
C15477956;3930.81;USD;2026-02-21;PAYMENT
C2082351661;71532.24;USD;2026-05-04;CASH_OUT
C859690270;61159.51;USD;2026-07-08;CASH_OUT
C1389774257;12401.9;USD;2026-09-10;CASH_OUT
C553759818;32702.61;USD;2026-10-02;CASH_OUT
C751021317;6926.67;USD;2026-06-06;PAYMENT
C294658299;893.57;USD;2026-01-05;PAYMENT
C201677908;480222.51;USD;2026-05-09;TRANSFER
C635611994;3608.41;USD;2026-01-30;PAYMENT
C1930903395;5946.79;USD;2026-06-29;PAYMENT
C1700721442;6099.96;USD;2026-12-18;PAYMENT
C872522004;372.34;USD;2026-05-25;PAYMENT
C1110698130;4635.18;USD;2026-05-14;PAYMENT
C1053632127;1267.97;USD;2026-07-31;PAYMENT
C89509666;6911.99;USD;2026-07-16;PAYMENT
C1016856028;1795.67;USD;2026-05-24;PAYMENT
C832292933;3199.06;USD;2026-03-15;PAYMENT
C792855998;10265.17;USD;2026-05-05;PAYMENT
C1003755748;9029.12;USD;2026-08-27;PAYMENT
C1805164661;7600.57;USD;2026-04-05;PAYMENT
C896138248;2057.71;USD;2026-10-30;PAYMENT
C243575009;3823.08;USD;2026-06-22;PAYMENT
C1420196421;2806.0;USD;2026-08-27;TRANSFER
C2101527076;2806.0;USD;2026-08-04;CASH_OUT
C1454026445;6737.2;USD;2026-11-28;PAYMENT
C892931811;9161.98;USD;2026-09-11;PAYMENT
C1574873161;1239.06;USD;2026-11-07;PAYMENT
C600958416;365.0;USD;2026-11-16;PAYMENT
C1492875057;5237.54;USD;2026-10-28;PAYMENT
C1068945248;2618.76;USD;2026-12-18;PAYMENT
C882646447;339.82;USD;2026-01-21;PAYMENT
C79290250;1393.46;USD;2026-09-19;DEBIT
C1586151649;2731.37;USD;2026-03-23;PAYMENT
C1767230265;8364.73;USD;2026-08-02;PAYMENT
C727666004;6598.71;USD;2026-04-23;PAYMENT
C414225167;4304.58;USD;2026-12-13;PAYMENT
C975033189;2867.14;USD;2026-11-02;PAYMENT
C628064884;2946.38;USD;2026-10-12;PAYMENT
C1389509050;507.12;USD;2026-10-26;PAYMENT
C1761217448;3020.86;USD;2026-05-02;PAYMENT
C788905599;8948.03;USD;2026-10-09;PAYMENT
C1544614339;280877.92;USD;2026-10-15;CASH_OUT
C2059592603;1084.9;USD;2026-01-10;PAYMENT
C1688782916;9456.69;USD;2026-12-11;PAYMENT
C1390301622;5812.36;USD;2026-03-31;PAYMENT
C973936431;157883.07;USD;2026-04-09;TRANSFER
C1756207614;2734.77;USD;2026-10-26;PAYMENT
C2015301874;102153.86;USD;2026-12-27;CASH_OUT
C712627377;584.52;USD;2026-12-26;PAYMENT
C399373008;6113.14;USD;2026-06-30;PAYMENT
C1936550492;369989.2;USD;2026-08-04;CASH_OUT
C594651850;215338.28;USD;2026-07-10;CASH_OUT
C1532139270;65521.42;USD;2026-12-10;CASH_OUT
C1677568775;116977.58;USD;2026-10-22;CASH_OUT
C2069500590;262392.36;USD;2026-02-09;CASH_OUT
C1431556341;51121.05;USD;2026-10-19;CASH_OUT
C452364286;202624.59;USD;2026-10-14;CASH_OUT
C350069300;118235.16;USD;2026-01-08;CASH_OUT
C1060703587;118056.71;USD;2026-03-09;CASH_OUT
C1957078537;498960.91;USD;2026-08-15;CASH_OUT
C1514214932;691738.36;USD;2026-01-15;CASH_OUT
C594858858;58820.08;USD;2026-10-10;CASH_OUT
C1423016050;4419.04;USD;2026-05-12;PAYMENT
C1202042637;4270.02;USD;2026-06-07;PAYMENT
C440736059;3007.83;USD;2026-03-25;PAYMENT
C1384563514;1824.59;USD;2026-04-22;PAYMENT
C1548946718;993.46;USD;2026-04-23;PAYMENT
C140404585;302693.14;USD;2026-09-19;CASH_OUT
C207546206;1445.06;USD;2026-12-01;PAYMENT
C200404000;4059.25;USD;2026-07-31;PAYMENT
C191945292;3417.18;USD;2026-12-04;PAYMENT
C1317375498;3428.95;USD;2026-09-09;DEBIT
C1130346421;5580.98;USD;2026-04-17;PAYMENT
C192428201;3455.85;USD;2026-05-04;DEBIT
C1768882706;7265.63;USD;2026-05-02;PAYMENT
C472991420;3852.64;USD;2026-02-07;PAYMENT
C1202220987;7870.29;USD;2026-07-22;PAYMENT
C425015667;12872.92;USD;2026-10-28;DEBIT
C2075568954;6675.34;USD;2026-11-17;PAYMENT
C1279740095;410201.89;USD;2026-06-02;CASH_OUT
C2095677157;13310.78;USD;2026-05-21;PAYMENT
C1943855334;664.35;USD;2026-04-10;PAYMENT
C847320212;2130.3;USD;2026-09-16;PAYMENT
C1406848276;7771.4;USD;2026-06-12;PAYMENT
C785306763;36349.35;USD;2026-05-22;PAYMENT
C1123236701;749.34;USD;2026-05-22;PAYMENT
C79161706;2340.34;USD;2026-08-27;PAYMENT
C1057468716;9686.85;USD;2026-11-29;PAYMENT
C1888924788;15785.85;USD;2026-06-08;PAYMENT
C1016633682;9006.78;USD;2026-12-31;PAYMENT
C1027319653;9014.95;USD;2026-10-21;PAYMENT
C1561745898;14420.66;USD;2026-02-24;PAYMENT
C424786033;4802.31;USD;2026-04-03;PAYMENT
C867093003;28527.44;USD;2026-06-14;PAYMENT
C1470911015;4182.93;USD;2026-11-20;PAYMENT
C244872973;4088.21;USD;2026-07-03;PAYMENT
C795748540;8491.9;USD;2026-01-12;PAYMENT
C837073696;6666.78;USD;2026-06-04;DEBIT
C416201381;6536.86;USD;2026-01-22;PAYMENT
C1985938863;40684.97;USD;2026-06-12;CASH_OUT
C1660325375;1553.21;USD;2026-03-21;PAYMENT
C334593716;7344.92;USD;2026-07-21;DEBIT
C487416600;106267.21;USD;2026-10-08;CASH_OUT
C1271041075;5491.5;USD;2026-06-20;PAYMENT
C1544895390;3666.42;USD;2026-10-09;PAYMENT
C1971991758;5507.18;USD;2026-05-29;PAYMENT
C201274566;4565.14;USD;2026-11-23;DEBIT
C354605216;11348.71;USD;2026-01-12;PAYMENT
C1447353473;123179.97;USD;2026-03-13;TRANSFER
C611289995;7073.6;USD;2026-04-18;PAYMENT
C1129433283;2803.83;USD;2026-01-25;PAYMENT
C1810518740;106.81;USD;2026-03-20;PAYMENT
C1547883191;6297.71;USD;2026-05-02;PAYMENT
C1528769018;2610.01;USD;2026-06-26;PAYMENT
C1089930529;5320.1;USD;2026-11-20;PAYMENT
C1429483328;1460.63;USD;2026-05-11;PAYMENT
C1927963027;522264.81;USD;2026-01-01;TRANSFER
C833240229;3584.21;USD;2026-06-13;DEBIT
C1167088639;3704.97;USD;2026-09-16;PAYMENT
C191568263;2773.61;USD;2026-09-12;PAYMENT
C751608431;3896.42;USD;2026-09-28;PAYMENT
C893640573;18781.84;USD;2026-04-28;PAYMENT
C893523498;6660.33;USD;2026-07-13;PAYMENT
C1108517064;26923.42;USD;2026-12-13;TRANSFER
C511354923;53783.57;USD;2026-11-25;TRANSFER
C992743048;80333.28;USD;2026-03-03;TRANSFER
C1540894701;211075.91;USD;2026-04-18;TRANSFER
C203149502;100677.86;USD;2026-03-11;TRANSFER
C1198197478;473499.51;USD;2026-10-18;TRANSFER
C476579021;1538200.39;USD;2026-06-19;TRANSFER
C106297322;2421578.09;USD;2026-06-23;TRANSFER
C1419332030;1349670.68;USD;2026-11-23;TRANSFER
C1262110193;314403.14;USD;2026-07-05;TRANSFER
C396918327;1457213.54;USD;2026-12-18;TRANSFER
C1055601039;180368.84;USD;2026-06-17;TRANSFER
C547441493;445038.71;USD;2026-12-10;TRANSFER
C967677821;1123206.66;USD;2026-02-14;TRANSFER
C1839206329;996.0;USD;2026-05-09;DEBIT
C169880779;176334.26;USD;2026-12-01;TRANSFER
C552674617;161217.61;USD;2026-05-25;TRANSFER
C1974622245;108443.61;USD;2026-07-19;TRANSFER
C402808045;75442.68;USD;2026-07-22;TRANSFER
C332365138;55536.86;USD;2026-11-21;TRANSFER
C977160959;438437.09;USD;2026-02-16;TRANSFER
C1563053805;928722.69;USD;2026-11-16;TRANSFER
C1464177809;1478772.04;USD;2026-01-01;TRANSFER
C1057507014;2545478.01;USD;2026-07-01;TRANSFER
C2007599722;2061082.82;USD;2026-08-01;TRANSFER
C2029780820;983479.66;USD;2026-07-19;TRANSFER
C65080774;635507.97;USD;2026-08-02;TRANSFER
C2116179210;848231.57;USD;2026-01-18;TRANSFER
C1172535934;739112.93;USD;2026-12-31;TRANSFER
C1648700617;324397.94;USD;2026-02-23;TRANSFER
C1765900922;982862.81;USD;2026-04-20;TRANSFER
C94830685;955855.0;USD;2026-10-02;TRANSFER
C1539947037;179253.24;USD;2026-05-23;TRANSFER
C270661321;5446.88;USD;2026-03-26;PAYMENT
C1217312754;648.64;USD;2026-06-10;PAYMENT
C1099552523;8494.71;USD;2026-03-25;PAYMENT
C1047934137;373068.26;USD;2026-07-02;CASH_OUT
C1862994526;143236.26;USD;2026-08-25;CASH_IN
C1614133563;228451.89;USD;2026-02-18;CASH_IN
C839771540;35902.49;USD;2026-10-08;CASH_IN
C1037163664;232953.64;USD;2026-04-16;CASH_IN
C180316302;65912.95;USD;2026-04-03;CASH_IN
C1200546947;193492.68;USD;2026-01-11;CASH_IN
C443713699;60836.64;USD;2026-05-10;CASH_IN
C695530017;62325.15;USD;2026-10-29;CASH_IN
C1493042329;349640.51;USD;2026-06-01;CASH_IN
C1751403001;135324.19;USD;2026-09-25;CASH_IN
C1717433286;380015.14;USD;2026-04-18;CASH_IN
C1756819670;418688.27;USD;2026-05-04;CASH_IN
C1078262677;311023.52;USD;2026-07-21;CASH_IN
C178604517;151862.38;USD;2026-04-07;CASH_IN
C57624756;228710.05;USD;2026-10-10;CASH_IN
C1543518287;220431.09;USD;2026-08-14;CASH_IN
C998242313;182861.45;USD;2026-02-15;CASH_IN
C464872674;231881.5;USD;2026-08-27;CASH_IN
C1659286984;38071.17;USD;2026-01-17;CASH_IN
C1064905627;87117.29;USD;2026-05-06;CASH_IN
C2072130509;114271.72;USD;2026-07-09;CASH_IN
C1260440107;73199.1;USD;2026-06-11;CASH_IN
C482307698;764772.98;USD;2026-09-15;CASH_IN
C1793899405;106847.36;USD;2026-04-26;CASH_IN
C1765702;6287.28;USD;2026-06-29;CASH_IN
C1302725372;24936.34;USD;2026-06-13;CASH_IN
C713898436;55837.16;USD;2026-02-18;CASH_IN
C632475595;63255.29;USD;2026-04-09;CASH_IN
C1920305914;104605.78;USD;2026-05-08;CASH_IN
C263833514;154160.82;USD;2026-06-19;CASH_IN
C1278839936;257348.03;USD;2026-04-19;CASH_IN
C2143739483;201073.81;USD;2026-12-03;CASH_IN
C565881091;53560.68;USD;2026-10-25;CASH_IN
C1618984457;334234.39;USD;2026-10-25;CASH_IN
C1621254922;227335.16;USD;2026-05-13;CASH_IN
C702500163;134426.08;USD;2026-04-02;CASH_IN
C1574509514;2643.45;USD;2026-08-01;CASH_IN
C1087072654;134977.11;USD;2026-11-19;CASH_IN
C864221358;25090.03;USD;2026-08-25;CASH_IN
C1617174216;147388.67;USD;2026-07-22;CASH_IN
C1979080261;217615.09;USD;2026-10-26;CASH_IN
C1860886124;355294.5;USD;2026-06-01;CASH_IN
C1250499735;12336.48;USD;2026-03-22;CASH_IN
C173791568;349505.89;USD;2026-03-12;CASH_IN
C1293462056;285185.34;USD;2026-09-26;CASH_IN
C1966670937;132953.45;USD;2026-01-15;CASH_IN
C2002174925;214851.41;USD;2026-10-06;CASH_IN
C588449070;54988.56;USD;2026-11-27;CASH_IN
C735228558;62871.06;USD;2026-03-22;CASH_IN
C376725601;61150.85;USD;2026-09-23;CASH_IN
C1476235721;131409.27;USD;2026-05-21;CASH_IN
C1828508781;10844.33;USD;2026-08-11;CASH_IN
C1376017854;2054.84;USD;2026-02-03;PAYMENT
C1552870927;313373.56;USD;2026-08-04;CASH_IN
C1448805967;13289.87;USD;2026-06-04;CASH_IN
C641882263;27070.11;USD;2026-04-23;CASH_IN
C1930837320;127954.7;USD;2026-11-28;CASH_IN
C1489193907;197031.04;USD;2026-03-30;CASH_IN
C1453606810;144366.64;USD;2026-07-20;CASH_IN
C1645624121;7965.49;USD;2026-03-02;CASH_IN
C547923534;123103.74;USD;2026-12-05;CASH_IN
C1660223291;106634.77;USD;2026-11-18;CASH_IN
C379124840;74933.22;USD;2026-07-27;CASH_IN
C1157943921;120234.99;USD;2026-02-06;CASH_IN
C544966217;5763.99;USD;2026-03-09;CASH_IN
C1706272858;156922.36;USD;2026-11-24;CASH_IN
C882471736;162665.98;USD;2026-09-23;CASH_IN
C1475192960;110226.34;USD;2026-08-10;CASH_IN
C727197178;142577.44;USD;2026-12-17;CASH_IN
C1406253491;6915.38;USD;2026-09-14;CASH_IN
C749604930;157108.01;USD;2026-08-23;CASH_IN
C373097727;223555.14;USD;2026-09-21;CASH_IN
C2082509879;146331.12;USD;2026-10-07;CASH_IN
C576894497;141131.23;USD;2026-07-19;CASH_IN
C2123533871;222711.47;USD;2026-08-17;CASH_IN
C16148478;84980.31;USD;2026-04-21;CASH_IN
C2022689531;628719.07;USD;2026-07-23;CASH_IN
C1340848245;79285.8;USD;2026-03-11;CASH_IN
C635610193;57809.81;USD;2026-07-10;CASH_IN
C379121284;75043.17;USD;2026-10-30;CASH_IN
C281421502;248196.92;USD;2026-04-02;CASH_IN
C50072771;18851.44;USD;2026-03-09;CASH_IN
C848097505;403418.39;USD;2026-05-05;CASH_IN
C1672598778;235564.81;USD;2026-02-12;CASH_IN
C1122233828;32325.24;USD;2026-05-11;CASH_IN
C538667887;345347.7;USD;2026-03-06;CASH_IN
C1967496309;355500.25;USD;2026-06-11;CASH_IN
C406749219;103005.78;USD;2026-12-15;CASH_IN
C1173340685;108803.98;USD;2026-06-13;CASH_IN
C1045731788;259753.27;USD;2026-08-10;CASH_IN
C1739267143;234094.24;USD;2026-12-11;CASH_IN
C192456457;273305.73;USD;2026-05-29;CASH_IN
C817689537;186838.95;USD;2026-10-21;CASH_IN
C708613859;193161.04;USD;2026-06-06;CASH_IN
C365625031;152823.85;USD;2026-07-15;CASH_IN
C1531200408;91457.82;USD;2026-02-16;CASH_IN
C212963786;277807.48;USD;2026-01-30;CASH_IN
C1123321137;8679.13;USD;2026-05-01;CASH_IN
C685934;2099.59;USD;2026-09-28;CASH_IN
C2032909428;221693.08;USD;2026-08-05;CASH_IN
C2031377754;206097.65;USD;2026-01-23;CASH_IN
C523211332;22384.21;USD;2026-11-05;CASH_IN
C1280124872;73210.99;USD;2026-10-20;CASH_IN
C1747053097;236747.6;USD;2026-07-08;CASH_IN
C864326906;6284.18;USD;2026-08-24;CASH_IN
C1348115836;100198.77;USD;2026-02-20;CASH_IN
C1972143064;160347.32;USD;2026-09-25;CASH_IN
C312168418;289272.75;USD;2026-05-21;CASH_IN
C95369743;63189.26;USD;2026-04-16;CASH_IN
C26928827;196725.32;USD;2026-12-24;CASH_IN
C278476563;5882.32;USD;2026-04-26;PAYMENT
C615954678;625.92;USD;2026-03-31;DEBIT
C1926180325;5937.72;USD;2026-11-20;PAYMENT
C1594039997;9796.29;USD;2026-11-23;PAYMENT
